sim,radiotype,radio,carrier,mcc,mnc,area,cellid,enbrnc,lcid,xarfcn,unit,band,fc,sigl,asu,signal,lat,lon,acc,time,speed,bearing,alt,api,device,rsrq,rssnr,ss,cqi,ta,rssi_cdma,rssi_evdo,ecio_cdma,ecio_evdo
1,LTE,LTE,Telia LT,246,1,8020,46755615,182639,31,1542,25,3,1839.2,4,47,-93,54.7539408,25.3885918,4.6,1505473279000,16.2,315.0,155.0,25,Sony_SGP771,-6,15.4,25,-1,3,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46755615,182639,31,1542,25,3,1839.2,4,44,-96,54.7544001,25.3873364,6.1,1505473285000,15.4,299.0,156.0,25,Sony_SGP771,-6,16.0,22,-1,3,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46755615,182639,31,1542,25,3,1839.2,4,46,-94,54.754676,25.3865662,4.6,1505473291000,10.2,302.0,156.0,25,Sony_SGP771,-6,13.2,24,-1,3,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46755615,182639,31,1542,25,3,1839.2,4,46,-94,54.7550058,25.3855507,4.6,1505473297000,13.5,299.0,156.0,25,Sony_SGP771,-6,12.8,23,-1,3,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46755615,182639,31,1542,25,3,1839.2,4,43,-97,54.7554095,25.3843424,4.6,1505473303000,15.1,300.0,157.0,25,Sony_SGP771,-7,13.4,23,-1,2,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46755615,182639,31,1542,25,3,1839.2,3,37,-103,54.755804,25.3833238,4.6,1505473308000,15.8,301.0,150.0,25,Sony_SGP771,-10,1.2,20,-1,3,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46755615,182639,31,1542,25,3,1839.2,3,32,-108,54.7561594,25.3823441,4.6,1505473313000,14.5,300.0,150.0,25,Sony_SGP771,-13,1.0,20,-1,4,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46605589,182053,21,1542,316,3,1839.2,3,35,-105,54.7564948,25.3815503,4.6,1505473319000,9.0,316.0,146.0,25,Sony_SGP771,-8,7.6,18,-1,15,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46605589,182053,21,1542,316,3,1839.2,3,34,-106,54.7568981,25.3810447,4.6,1505473324000,13.5,320.0,146.0,25,Sony_SGP771,-10,8.6,20,-1,15,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46605589,182053,21,1542,316,3,1839.2,3,35,-105,54.7574074,25.3804279,4.6,1505473329000,14.3,324.0,145.0,25,Sony_SGP771,-9,-0.8,19,-1,14,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46755615,182639,31,1542,25,3,1839.2,4,42,-98,54.7579085,25.3797893,4.6,1505473334000,14.7,321.0,145.0,25,Sony_SGP771,-9,7.2,23,-1,7,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46755615,182639,31,1542,25,3,1839.2,3,40,-100,54.7585417,25.3790379,4.6,1505473340000,14.2,325.0,145.0,25,Sony_SGP771,-7,11.0,22,-1,6,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46755615,182639,31,1542,25,3,1839.2,3,37,-103,54.759202,25.3782104,4.6,1505473346000,15.2,325.0,142.0,25,Sony_SGP771,-7,10.0,19,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46755615,182639,31,1542,25,3,1839.2,3,41,-99,54.7597433,25.3775407,4.6,1505473351000,15.3,322.0,140.0,25,Sony_SGP771,-7,5.8,21,-1,8,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46162709,180323,21,1542,351,3,1839.2,4,50,-90,54.7603319,25.3765428,4.6,1505473357000,14.7,311.0,137.0,25,Sony_SGP771,-7,3.2,26,-1,23,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46162709,180323,21,1542,351,3,1839.2,4,52,-88,54.7608236,25.3755031,4.6,1505473363000,14.4,308.0,136.0,25,Sony_SGP771,-6,15.2,27,-1,23,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46162709,180323,21,1542,351,3,1839.2,4,48,-92,54.7612236,25.3746485,4.6,1505473368000,13.3,308.0,135.0,25,Sony_SGP771,-7,12.2,24,-1,23,,,,
1,LTE,LTE,Telia LT,246,1,8020,46605588,182053,20,3050,250,7,2650.0,4,42,-98,54.7616069,25.3738205,4.6,1505473374000,9.6,308.0,135.0,25,Sony_SGP771,-5,17.4,21,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46605588,182053,20,3050,250,7,2650.0,3,41,-99,54.7617399,25.3735745,4.6,1505473380000,1.6,340.0,134.0,25,Sony_SGP771,-6,18.8,21,-1,9,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46605588,182053,20,3050,250,7,2650.0,3,39,-101,54.7618764,25.3736042,4.6,1505473385000,4.1,20.0,131.0,25,Sony_SGP771,-6,21.6,20,-1,9,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46605588,182053,20,3050,250,7,2650.0,3,35,-105,54.76199,25.37373,4.6,1505473390000,1.2,50.0,131.0,25,Sony_SGP771,-6,20.6,18,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46605588,182053,20,3050,250,7,2650.0,3,34,-106,54.7619864,25.37379,4.6,1505473402000,0.0,0.0,133.0,25,Sony_SGP771,-8,20.4,18,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46605588,182053,20,3050,250,7,2650.0,3,35,-105,54.7619916,25.3737825,4.6,1505473408000,0.0,0.0,133.0,25,Sony_SGP771,-6,17.4,18,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46605588,182053,20,3050,250,7,2650.0,2,30,-110,54.7619953,25.3737777,4.6,1505473413000,0.0,0.0,133.0,25,Sony_SGP771,-7,14.6,16,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46605588,182053,20,3050,250,7,2650.0,3,34,-106,54.7619954,25.3737777,4.6,1505473418000,0.0,0.0,133.0,25,Sony_SGP771,-7,17.0,18,-1,9,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46605588,182053,20,3050,250,7,2650.0,3,32,-108,54.7619955,25.3737777,4.6,1505473424000,0.0,0.0,133.0,25,Sony_SGP771,-6,17.8,16,-1,9,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46605588,182053,20,3050,250,7,2650.0,2,31,-109,54.7619965,25.373787,4.6,1505473429000,0.4,43.0,131.0,25,Sony_SGP771,-7,18.2,16,-1,9,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46605588,182053,20,3050,250,7,2650.0,3,38,-102,54.7619965,25.3738,4.6,1505473435000,0.0,0.0,131.0,25,Sony_SGP771,-6,20.8,20,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46605588,182053,20,3050,250,7,2650.0,3,39,-101,54.761968,25.3737841,4.6,1505473440000,0.6,229.0,131.0,25,Sony_SGP771,-7,19.4,20,-1,9,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46605588,182053,20,3050,250,7,2650.0,3,39,-101,54.7621069,25.3737031,4.6,1505473498000,4.4,343.0,129.0,25,Sony_SGP771,-7,19.6,20,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46605588,182053,20,3050,250,7,2650.0,3,37,-103,54.7621391,25.3734668,4.6,1505473503000,5.6,224.0,130.0,25,Sony_SGP771,-6,19.4,20,-1,9,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46605588,182053,20,3050,250,7,2650.0,3,39,-101,54.7616735,25.3729247,4.6,1505473509000,13.5,212.0,131.0,25,Sony_SGP771,-6,16.6,20,-1,10,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46605588,182053,20,3050,250,7,2650.0,4,42,-98,54.7610828,25.3722442,4.6,1505473514000,17.7,212.0,132.0,25,Sony_SGP771,-5,20.4,21,-1,9,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46605588,182053,20,3050,250,7,2650.0,3,40,-100,54.7603481,25.3714314,4.6,1505473519000,19.0,213.0,134.0,25,Sony_SGP771,-4,14.2,20,-1,9,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46605588,182053,20,3050,250,7,2650.0,3,36,-104,54.7596648,25.3707033,4.6,1505473524000,16.7,212.0,136.0,25,Sony_SGP771,-6,13.4,19,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46605588,182053,20,3050,250,7,2650.0,3,37,-103,54.7589499,25.3699271,4.6,1505473530000,16.2,212.0,136.0,25,Sony_SGP771,-6,15.8,19,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46605588,182053,20,3050,250,7,2650.0,3,32,-108,54.7583426,25.3692794,4.6,1505473535000,15.2,214.0,136.0,25,Sony_SGP771,-6,10.0,17,-1,11,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46605588,182053,20,3050,250,7,2650.0,2,30,-110,54.757634,25.3685043,4.6,1505473541000,15.7,212.0,138.0,25,Sony_SGP771,-7,13.6,17,-1,11,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46605588,182053,20,3050,250,7,2650.0,3,38,-102,54.7570357,25.3678844,4.6,1505473546000,15.0,211.0,139.0,25,Sony_SGP771,-6,16.4,19,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46605588,182053,20,3050,250,7,2650.0,3,39,-101,54.7563336,25.3671112,4.6,1505473552000,15.6,212.0,139.0,25,Sony_SGP771,-7,15.0,20,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46605588,182053,20,3050,250,7,2650.0,3,39,-101,54.7558,25.3665282,4.6,1505473557000,13.3,212.0,139.0,25,Sony_SGP771,-5,14.2,20,-1,13,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46605588,182053,20,3050,250,7,2650.0,3,36,-104,54.7551912,25.3658689,4.6,1505473563000,13.4,212.0,138.0,25,Sony_SGP771,-5,15.8,18,-1,13,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46605588,182053,20,3050,250,7,2650.0,3,33,-107,54.7546717,25.3653192,4.6,1505473568000,13.1,212.0,139.0,25,Sony_SGP771,-4,12.6,16,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46755615,182639,31,1542,25,3,1839.2,3,40,-100,54.7540094,25.3645661,4.6,1505473574000,16.2,212.0,138.0,25,Sony_SGP771,-8,10.8,22,-1,10,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46213387,180521,11,1542,291,3,1839.2,3,37,-103,54.753355,25.3638276,4.6,1505473579000,17.6,214.0,139.0,25,Sony_SGP771,-9,4.8,19,-1,12,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46213387,180521,11,1542,291,3,1839.2,3,33,-107,54.7527392,25.3631091,4.6,1505473584000,16.4,213.0,138.0,25,Sony_SGP771,-13,1.8,20,-1,12,,,,
1,LTE,LTE,Telia LT,246,1,8020,46605589,182053,21,1542,316,3,1839.2,3,39,-101,54.7521353,25.3624179,4.6,1505473589000,16.0,213.0,138.0,25,Sony_SGP771,-9,1.4,21,-1,16,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46605589,182053,21,1542,316,3,1839.2,3,37,-103,54.7515324,25.3617306,4.6,1505473594000,16.0,213.0,139.0,25,Sony_SGP771,-9,5.2,20,-1,16,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46605589,182053,21,1542,316,3,1839.2,2,31,-109,54.7509451,25.3610107,4.6,1505473599000,15.8,214.0,140.0,25,Sony_SGP771,-11,4.6,18,-1,16,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46213387,180521,11,1542,291,3,1839.2,3,34,-106,54.750241,25.3601964,4.6,1505473605000,15.7,213.0,142.0,25,Sony_SGP771,-7,7.8,18,-1,10,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46213387,180521,11,1542,291,3,1839.2,2,31,-109,54.7496679,25.3595518,4.6,1505473610000,14.7,213.0,142.0,25,Sony_SGP771,-9,5.2,17,-1,10,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46213387,180521,11,1542,291,3,1839.2,3,33,-107,54.7491474,25.3589545,4.6,1505473615000,13.4,214.0,143.0,25,Sony_SGP771,-10,6.0,19,-1,8,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46213387,180521,11,1542,291,3,1839.2,3,37,-103,54.7486577,25.358361,4.6,1505473620000,13.7,213.0,143.0,25,Sony_SGP771,-9,10.2,21,-1,8,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46213387,180521,11,1542,291,3,1839.2,3,38,-102,54.7480316,25.357641,4.6,1505473626000,14.1,214.0,144.0,25,Sony_SGP771,-6,11.8,19,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46213387,180521,11,1542,291,3,1839.2,3,38,-102,54.7474967,25.3570003,4.6,1505473631000,14.3,215.0,146.0,25,Sony_SGP771,-6,13.2,20,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46213387,180521,11,1542,291,3,1839.2,2,30,-110,54.7468462,25.3562125,4.6,1505473637000,15.8,216.0,149.0,25,Sony_SGP771,-10,7.6,17,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46213387,180521,11,1542,291,3,1839.2,2,28,-112,54.7462046,25.355385,4.6,1505473642000,18.9,218.0,150.0,25,Sony_SGP771,-11,1.8,16,-1,7,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46213387,180521,11,1542,291,3,1839.2,2,29,-111,54.745391,25.3542297,4.6,1505473648000,19.9,220.0,153.0,25,Sony_SGP771,-9,7.6,17,-1,7,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46213387,180521,11,1542,291,3,1839.2,3,34,-106,54.74469,25.3531942,4.6,1505473653000,20.7,221.0,153.0,25,Sony_SGP771,-6,9.8,17,-1,6,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46213387,180521,11,1542,291,3,1839.2,3,38,-102,54.7440107,25.3521598,4.6,1505473658000,20.5,221.0,154.0,25,Sony_SGP771,-7,13.2,19,-1,6,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46213387,180521,11,1542,291,3,1839.2,3,38,-102,54.7431971,25.3508934,4.6,1505473664000,20.1,221.0,157.0,25,Sony_SGP771,-10,16.4,21,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46213387,180521,11,1542,291,3,1839.2,3,39,-101,54.7425186,25.3498325,4.6,1505473669000,20.4,221.0,158.0,25,Sony_SGP771,-10,10.0,22,-1,5,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46213397,180521,21,1542,295,3,1839.2,3,41,-99,54.7417727,25.3486607,4.6,1505473675000,17.9,220.0,159.0,25,Sony_SGP771,-5,14.2,21,-1,5,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46213397,180521,21,1542,295,3,1839.2,3,41,-99,54.7412046,25.3477878,4.6,1505473680000,16.0,221.0,156.0,25,Sony_SGP771,-7,14.6,21,-1,5,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46213397,180521,21,1542,295,3,1839.2,3,41,-99,54.7405492,25.3467615,4.6,1505473686000,16.8,221.0,158.0,25,Sony_SGP771,-8,16.6,23,-1,4,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46213397,180521,21,1542,295,3,1839.2,4,44,-96,54.739886,25.3457269,4.6,1505473692000,16.6,221.0,159.0,25,Sony_SGP771,-6,19.6,22,-1,5,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46213397,180521,21,1542,295,3,1839.2,4,43,-97,54.7392049,25.3447215,4.6,1505473698000,16.4,219.0,157.0,25,Sony_SGP771,-6,13.0,22,-1,5,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46213397,180521,21,1542,295,3,1839.2,4,44,-96,54.7386623,25.3438866,4.6,1505473703000,15.9,222.0,159.0,25,Sony_SGP771,-5,13.0,23,-1,5,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46213397,180521,21,1542,295,3,1839.2,3,40,-100,54.7380187,25.3429029,4.6,1505473709000,16.2,221.0,159.0,25,Sony_SGP771,-7,11.8,20,-1,5,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46213397,180521,21,1542,295,3,1839.2,3,37,-103,54.7373142,25.3419078,4.6,1505473715000,16.5,216.0,158.0,25,Sony_SGP771,-7,10.6,19,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46213397,180521,21,1542,295,3,1839.2,3,39,-101,54.7366346,25.3409554,4.6,1505473721000,15.7,218.0,158.0,25,Sony_SGP771,-9,11.2,22,-1,7,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46213397,180521,21,1542,295,3,1839.2,3,40,-100,54.7360983,25.3401832,4.6,1505473726000,15.2,219.0,158.0,25,Sony_SGP771,-10,8.6,23,-1,7,,,,
1,LTE,LTE,Telia LT,246,1,8020,46213397,180521,21,1542,295,3,1839.2,3,36,-104,54.7356133,25.339525,4.6,1505473731000,12.9,219.0,156.0,25,Sony_SGP771,-9,7.4,21,-1,7,,,,
1,LTE,LTE+,Telia LT,246,1,9020,46161931,180320,11,1542,324,3,1839.2,3,38,-102,54.7350931,25.3387826,4.6,1505473737000,11.6,220.0,156.0,25,Sony_SGP771,-10,4.8,22,-1,7,,,,
1,LTE,LTE+,Telia LT,246,1,9020,46161931,180320,11,1542,324,3,1839.2,3,36,-104,54.7347649,25.3382052,4.6,1505473742000,9.4,227.0,154.0,25,Sony_SGP771,-10,5.4,20,-1,6,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46213397,180521,21,1542,295,3,1839.2,4,42,-98,54.73457,25.3378954,4.6,1505473748000,1.6,216.0,156.0,25,Sony_SGP771,-7,9.0,22,-1,9,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46213397,180521,21,1542,295,3,1839.2,3,40,-100,54.7344687,25.3377281,4.6,1505473771000,6.4,219.0,161.0,25,Sony_SGP771,-7,10.4,20,-1,9,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46213397,180521,21,1542,295,3,1839.2,3,37,-103,54.7340991,25.3371194,4.6,1505473777000,10.6,222.0,161.0,25,Sony_SGP771,-7,11.2,19,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46213397,180521,21,1542,295,3,1839.2,3,40,-100,54.7337345,25.3365675,4.6,1505473782000,11.8,220.0,159.0,25,Sony_SGP771,-7,11.0,20,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46213397,180521,21,1542,295,3,1839.2,3,37,-103,54.7333045,25.335913,4.6,1505473787000,12.7,221.0,160.0,25,Sony_SGP771,-8,11.8,19,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46213397,180521,21,1542,295,3,1839.2,3,36,-104,54.7327756,25.3350959,4.6,1505473793000,13.2,222.0,160.0,25,Sony_SGP771,-8,8.4,19,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46213397,180521,21,1542,295,3,1839.2,3,35,-105,54.7323028,25.3344024,4.6,1505473798000,14.4,218.0,160.0,25,Sony_SGP771,-9,5.0,19,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,8020,46213397,180521,21,1542,295,3,1839.2,3,38,-102,54.7316757,25.3334663,4.6,1505473804000,15.4,221.0,158.0,25,Sony_SGP771,-9,8.4,20,-1,10,,,,
1,LTE,LTE+,Telia LT,246,1,9020,46161931,180320,11,1542,324,3,1839.2,4,47,-93,54.7311656,25.332669,4.6,1505473809000,14.8,222.0,159.0,25,Sony_SGP771,-9,13.2,27,-1,3,,,,
1,LTE,LTE+,Telia LT,246,1,9020,46161931,180320,11,1542,324,3,1839.2,4,45,-95,54.7305623,25.3316249,4.6,1505473815000,15.1,228.0,153.0,25,Sony_SGP771,-8,12.2,23,-1,3,,,,
1,LTE,LTE+,Telia LT,246,1,9020,46161931,180320,11,1542,324,3,1839.2,4,48,-92,54.7300737,25.3306474,4.6,1505473821000,13.3,230.0,151.0,25,Sony_SGP771,-11,7.8,29,-1,2,,,,
1,LTE,LTE+,Telia LT,246,1,9020,46161951,180320,31,1542,329,3,1839.2,4,49,-91,54.7296443,25.3298019,4.6,1505473827000,10.9,231.0,150.0,25,Sony_SGP771,-9,14.6,26,-1,2,,,,
1,LTE,LTE+,Telia LT,246,1,9020,46161951,180320,31,1542,329,3,1839.2,4,48,-92,54.72936,25.3296276,4.6,1505473832000,8.3,190.0,149.0,25,Sony_SGP771,-8,16.0,25,-1,2,,,,
1,LTE,LTE+,Telia LT,246,1,9020,46161951,180320,31,1542,329,3,1839.2,4,51,-89,54.7288531,25.3290644,4.6,1505473838000,13.8,220.0,150.0,25,Sony_SGP771,-8,11.4,27,-1,3,,,,
1,LTE,LTE+,Telia LT,246,1,9020,46161951,180320,31,1542,329,3,1839.2,4,58,-82,54.728212,25.3280858,4.6,1505473844000,15.9,221.0,150.0,25,Sony_SGP771,-4,17.4,29,-1,2,,,,
1,LTE,LTE+,Telia LT,246,1,9020,46161951,180320,31,1542,329,3,1839.2,4,61,-79,54.7276725,25.3272462,4.6,1505473850000,11.4,221.0,151.0,25,Sony_SGP771,-7,16.0,31,-1,1,,,,
1,LTE,LTE+,Telia LT,246,1,9020,46161951,180320,31,1542,329,3,1839.2,4,65,-75,54.7274633,25.3269115,4.6,1505473855000,2.9,222.0,151.0,25,Sony_SGP771,-4,26.2,31,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,9020,46161951,180320,31,1542,329,3,1839.2,4,66,-74,54.7272133,25.3265322,4.6,1505473873000,8.5,221.0,153.0,25,Sony_SGP771,-6,28.4,31,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,9020,46161951,180320,31,1542,329,3,1839.2,4,57,-83,54.7269084,25.3262488,4.6,1505473878000,7.4,177.0,152.0,25,Sony_SGP771,-9,18.4,31,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,9020,46161951,180320,31,1542,329,3,1839.2,4,55,-85,54.7266317,25.3267579,4.6,1505473883000,10.9,124.0,153.0,25,Sony_SGP771,-7,19.2,28,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,9020,46161951,180320,31,1542,329,3,1839.2,4,65,-75,54.7262498,25.3276984,4.6,1505473889000,12.5,124.0,155.0,25,Sony_SGP771,-6,14.4,31,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,9020,46161951,180320,31,1542,329,3,1839.2,4,55,-85,54.7258421,25.3287219,4.6,1505473895000,14.7,124.0,155.0,25,Sony_SGP771,-9,13.6,29,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,9020,46161951,180320,31,1542,329,3,1839.2,4,53,-87,54.7253794,25.3298506,4.6,1505473901000,14.3,124.0,157.0,25,Sony_SGP771,-9,16.0,28,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,9020,46161951,180320,31,1542,329,3,1839.2,4,48,-92,54.7250251,25.3307368,4.6,1505473906000,13.4,124.0,157.0,25,Sony_SGP771,-12,7.6,27,-1,-1,,,,
1,LTE,LTE,Telia LT,246,1,9020,46161941,180320,21,1542,325,3,1839.2,4,66,-74,54.7247916,25.3313372,4.6,1505473911000,6.1,121.0,156.0,25,Sony_SGP771,-4,23.4,31,-1,-1,,,,
1,LTE,LTE,Telia LT,246,1,9020,46161941,180320,21,1542,325,3,1839.2,4,64,-76,54.7247505,25.3315769,4.6,1505473917000,3.7,119.0,159.0,25,Sony_SGP771,-6,23.8,31,-1,-1,,,,
1,LTE,LTE,Telia LT,246,1,9020,46161941,180320,21,1542,325,3,1839.2,4,60,-80,54.7245492,25.3316543,4.6,1505473923000,5.1,186.0,160.0,25,Sony_SGP771,-6,24.8,30,-1,-1,,,,
1,LTE,LTE,Telia LT,246,1,9020,46161941,180320,21,1542,325,3,1839.2,4,61,-79,54.7244108,25.3315963,4.6,1505473928000,3.2,0.0,161.0,25,Sony_SGP771,-6,15.4,30,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,9020,46161941,180320,21,1542,325,3,1839.2,4,59,-81,54.7243076,25.331568,4.6,1505473933000,4.3,178.0,160.0,25,Sony_SGP771,-7,17.4,30,-1,2,,,,
1,LTE,LTE+,Telia LT,246,1,9020,46161941,180320,21,1542,325,3,1839.2,4,61,-79,54.723976,25.3316111,4.6,1505473938000,8.5,177.0,161.0,25,Sony_SGP771,-8,20.2,31,-1,2,,,,
1,LTE,LTE+,Telia LT,246,1,9020,46161941,180320,21,1542,325,3,1839.2,4,66,-74,54.723482,25.3316178,4.6,1505473944000,9.1,180.0,163.0,25,Sony_SGP771,-6,18.8,31,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,9020,46161941,180320,21,1542,325,3,1839.2,4,60,-80,54.723088,25.3315631,4.6,1505473950000,5.0,188.0,166.0,25,Sony_SGP771,-9,15.4,31,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,9020,46161941,180320,21,1542,325,3,1839.2,4,53,-87,54.7230346,25.3312072,6.1,1505473955000,5.5,265.0,167.0,25,Sony_SGP771,-10,17.6,29,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,8003,46215947,180531,11,1542,165,3,1839.2,4,61,-79,54.7229045,25.3310249,4.6,1505473960000,4.2,240.0,167.0,25,Sony_SGP771,-7,18.8,31,-1,4,,,,
1,LTE,LTE+,Telia LT,246,1,8003,46215947,180531,11,1542,165,3,1839.2,4,59,-81,54.7229207,25.3303903,4.6,1505473966000,6.6,270.0,167.0,25,Sony_SGP771,-7,8.4,30,-1,4,,,,
1,LTE,LTE+,Telia LT,246,1,8003,46215947,180531,11,1542,165,3,1839.2,4,55,-85,54.7229241,25.3300401,7.6,1505473971000,4.0,263.0,169.0,25,Sony_SGP771,-7,17.0,28,-1,4,,,,
1,LTE,LTE+,Telia LT,246,1,8003,46215947,180531,11,1542,165,3,1839.2,4,71,-69,54.7227846,25.3299475,4.6,1505473983000,0.5,163.0,160.0,25,Sony_SGP771,-7,18.6,31,-1,3,,,,
1,LTE,LTE+,Telia LT,246,1,8003,46215947,180531,11,1542,165,3,1839.2,4,69,-71,54.7227663,25.3299489,4.6,1505473994000,0.0,0.0,160.0,25,Sony_SGP771,-6,29.6,31,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,8003,46215947,180531,11,1542,165,3,1839.2,4,59,-81,54.7227539,25.3299482,4.6,1505474000000,0.0,0.0,159.0,25,Sony_SGP771,-7,22.6,30,-1,-1,,,,
1,LTE,LTE+,Telia LT,246,1,8003,46215947,180531,11,1542,165,3,1839.2,4,58,-82,54.7227494,25.329957,4.6,1505474006000,0.0,0.0,159.0,25,Sony_SGP771,-6,22.0,29,-1,-1,,,,
